16.0,6.0,6.0
6.0,18.0,12.0
24.0,12.0,20.0
12.0,2.0,24.0
14.0,18.0,30.0
10.0,4.0,32.0
10.0,-2.0,36.0
12.0,14.0,42.0
6.0,16.0,46.0
-2.0,-4.0,48.0
4.0,14.0,52.0
6.0,6.0,56.0
6.0,12.0,60.0
0.0,14.0,64.0
2.0,6.0,68.0
2.0,12.0,72.0
4.0,4.0,76.0
4.0,10.0,80.0
-10.0,-4.0,78.0
